pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price,shipment_price
1787=04=25,,"Hubbert, Thomas",,Elisabeth,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000929N,70,Hull,A0389327,britannique,110484,"53,716,667","-333,333",Hull,4,1787-04-25,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=03=13,,"Larenby, Jean",,Andalousie,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001738N,90,Newcastle,A0389327,britannique,110151,"53,716,667","-333,333",Hull,3,1787-03-13,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0409139,Newcastle,Newcastle,"54,988,056","-1,619,444",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.619444 54.988056),0,0
1787=11=30,,"Bennett, William",,Oak,,Hull,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003406N,110,Hull,A0389327,britannique,111776,"53,716,667","-333,333",Hull,11,1787-11-30,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=04=14,,"Kennett, Jean",,Lièvre,,Sandgate,,,,,140,800,,,,,,,,1000,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,0001778N,12,Lisbonne [mais: Angleterre],A0409318,britannique,110425,"51,066,667","1,15",Sandgate,4,1787-04-14,POINT (1.15 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),371,371
1787=02=03,,"Cook, Peter",,Fortune,,Sandgate Castle,,,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001564N,12,Lisbonne [mais: Angleterre],A0409318,britannique,109912,"51,066,667","1,15",Sandgate,2,1787-02-03,POINT (1.15 51.066667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),590,590
1787=06=02,,"Savary, Guillaume",,Flickfash,Poinou sec,Dungeness,,,80,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002562N,12,Lisbonne [mais: Angleterre],A0386886,britannique,110703,"50,916,667","983,333",Dungeness,6,1787-06-02,POINT (0.983333 50.916667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),933,933
1787=10=17,,"Feast, Jean",,Peggy,,Hastings,,,2120,400,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0383904,britannique,111562,"50,85","0,6",Hasting,10,1787-10-17,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4367,4367
1787=03=15,,"Williams, Louis",,Jeanne,,Barmouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003798N,105,Newruy,A0399010,britannique,110173,"52,75","-4,066,667",Barmouth,3,1787-03-15,POINT (-4.066667 52.75),Merioneth shire,Pays de Galles,Grande-Bretagne,A0381676,Newry,Newry,"54,183,333","-6,333,333",Irlande,Grande-Bretagne,Angleterre,Etranger,POINT (-6.333333 54.183333),0,0
1787=03=27,1787=03=25,"Norris, Thomas",,Succès,,Dungeness,Faversham,,2020,480,200,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,0009842N,12,Lisbonne [mais: Angleterre],A0386886,britannique,110259,"50,916,667","983,333",Dungeness,3,1787-03-27,POINT (0.983333 50.916667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1882,1882
1787=12=10,,"Allen, Richard",,Fly,,Dungeness,,,5000,3000,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001108N,12,Lisbonne [mais: Angleterre],A0386886,britannique,111829,"50,916,667","983,333",Dungeness,12,1787-12-10,POINT (0.983333 50.916667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6522,6522
1787=06=06,,"Hammon, Richard",,Effort,,Hastings,,,400,,1200,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002121N,12,Lisbonne [mais: Angleterre],A0383904,britannique,110718,"50,85","0,6",Hasting,6,1787-06-06,POINT (0.6 50.85),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2024,2024
1787=02=27,,"Pritchard, Thomas",,Tigre,,Deal,,,840,2720,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000468N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110055,"51,216,667","1,4",Deal,2,1787-02-27,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2337,2337
1787=06=30,,"Nash, Elie",,Bonne Intention,,Rye,,,20,,60,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000828N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110850,"50,952,079","733,995",Rye,6,1787-06-30,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),605,605
1787=07=19,,"Sloaman, William",,Hirondelle,,Rye,,,20,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009258N,12,Lisbonne [mais: Angleterre],A0384561,britannique,110964,"50,952,079","733,995",Rye,7,1787-07-19,POINT (0.733995 50.952079),Sussex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),192,192
1787=12=06,,"Williams, William",,Mermaid,,Faversham,,,3720,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001064N,12,Lisbonne [mais: Angleterre],A0391703,britannique,111803,"51,316,667","0,9",Faversham,12,1787-12-06,POINT (0.9 51.316667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2314,2314
1787=04=10,,"Bowen, Jean",,Espérance,,Plymouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001921N,100,Sunderland,A0397385,britannique,110392,"50,396,389","-4,138,611",Plymouth,4,1787-04-10,POINT (-4.138611 50.396389),Devon shire,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),0,0
1787=02=24,,"Bowen, Jean",,Alerte,,Plymouth,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003419N,100,Ostende,A0397385,britannique,110040,"50,396,389","-4,138,611",Plymouth,2,1787-02-24,POINT (-4.138611 50.396389),Devon shire,Angleterre,Grande-Bretagne,A0049808,Ostende,Ostend,"51,216,667","2,916,667",Pays-Bas autrichiens,Autriche,Etats de l'Empereur,Etranger,POINT (2.916667 51.216667),0,0
1787=04=16,,"Watson, James","Watson, Jacques",Betzy,,Wick,,,1900,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000719N,12,North Faro,A0400354,britannique,110442,"58,433,333","-3,083,333",Wick,4,1787-04-16,POINT (-3.083333 58.433333),Ecosse,Ecosse,Grande-Bretagne,A1964976,Îles Féroé,Faroe Islands,"62,192,805","-7,072,907",,Danemark,Danemark,Etranger,POINT (-7.072907 62.192805),1240,1240
1787=05=25,,"Jamisson, Jean",,Diligent,,Glasgow,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003094N,60,Southampton,A0397114,britannique,110658,"55,833,333","-4,25",Glasgow,5,1787-05-25,POINT (-4.25 55.833333),Ecosse,Ecosse,Grande-Bretagne,A0408148,Southampton,Southampton,"50,9","-1,4",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.4 50.9),0,0
1787=06=27,,"Watson, James",,Betty,,Wick,,,2000,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000719N,12,North Faro,A0400354,britannique,110835,"58,433,333","-3,083,333",Wick,6,1787-06-27,POINT (-3.083333 58.433333),Ecosse,Ecosse,Grande-Bretagne,A1964976,Îles Féroé,Faroe Islands,"62,192,805","-7,072,907",,Danemark,Danemark,Etranger,POINT (-7.072907 62.192805),2125,2125
1787=12=12,1787=12=11,"Smith, John",,Rambler,,Leede [Lydd],Lee,,720,,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001651N,12,Lisbonne [mais: Angleterre],A0382374,britannique,111856,"50,95","916,667",Lydd,12,1787-12-12,POINT (0.916667 50.95),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4515,4515
1787=11=19,,"Runell, William",,Cruiser,,Ipswich,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000846N,12,Lisbonne [mais: Angleterre],A0379993,britannique,111714,"52,059,278","1,155,939",Ipswich,11,1787-11-19,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),0,0
1787=07=26,,"Johnson, Israël",,Speedwell,,Ipswich,,,400,320,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002922N,12,Lisbonne [mais: Angleterre],A0379993,britannique,111005,"52,059,278","1,155,939",Ipswich,7,1787-07-26,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1145,1145
1787=04=02,,"Johnson, Israel",,Speedwell,,Ipswich,,,1020,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002922N,12,Lisbonne [mais: Angleterre],A0379993,britannique,110311,"52,059,278","1,155,939",Ipswich,4,1787-04-02,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1783,1783
1787=03=13,,"Russell, William",,Croiseur,,Ipswich,,,2000,460,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000846N,12,Lisbonne [mais: Angleterre],A0379993,britannique,110147,"52,059,278","1,155,939",Ipswich,3,1787-03-13,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1812,1812
1787=03=09,,"Russell, William",,Croiseur,,Ipswich,,,2000,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000846N,12,Lisbonne [mais: Angleterre],A0379993,britannique,110116,"52,059,278","1,155,939",Ipswich,3,1787-03-09,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1417,1417
1787=02=22,,"Johnson, Israel","Johnston, Israel (spelling?)",Victory,Victoire,Ipswich,,,20,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002960N,12,Lisbonne [mais: Angleterre],A0379993,britannique,110025,"52,059,278","1,155,939",Ipswich,2,1787-02-22,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1192,1192
1787=10=31,,"Hubbart, Thomas",,Elisabeth,,Hull,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000929N,70,Hull,A0389327,britannique,111630,"53,716,667","-333,333",Hull,10,1787-10-31,POINT (-0.333333 53.716667),York shire,Angleterre,Grande-Bretagne,A0389327,Hull,Hull,"53,716,667","-333,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.333333 53.716667),0,0
1787=01=19,,"Meadows, William",,Frandt Goodwill,Friends Goodwill,Ipswich,,,1000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002921N,12,Bergen [mais: Angleterre],A0379993,britannique,109827,"52,059,278","1,155,939",Ipswich,1,1787-01-19,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1771,1771
1787=02=25,,"Russell, William",,Cruser,,Ipswich,,,1900,340,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000846N,12,Lisbonne [mais: Angleterre],A0379993,britannique,110047,"52,059,278","1,155,939",Ipswich,2,1787-02-25,POINT (1.155939 52.059278),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1373,1373
1787=12=19,,"Rudland, William","Rutland, William",Fleur de May,,Colchester,,,1440,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000850N,12,Lisbonne [mais: Angleterre],A0401683,britannique,111915,"51,883,333","0,9",Colchester,12,1787-12-19,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),885,885
1787=08=24,,"Harlow, William",,Kiral,Knot,Colchester,,,420,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000585N,12,Lisbonne [mais: Angleterre],A0401683,britannique,111192,"51,883,333","0,9",Colchester,8,1787-08-24,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),283,283
1787=08=13,,"Nutman, Joseph",,Early et Late,,Colchester,,,1200,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000849N,12,Lisbonne [mais: Angleterre],A0401683,britannique,111116,"51,883,333","0,9",Colchester,8,1787-08-13,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3588,3588
1787=07=16,,"Warford, Thomas",,Maybush,,Colchester,,,400,600,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000850N,12,Lisbonne [mais: Angleterre],A0401683,britannique,110939,"51,883,333","0,9",Colchester,7,1787-07-16,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),637,637
1787=07=02,,"Nulman, Joseph","Nutman, Joseph",Early et Late,,Colchester,,,800,400,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000849N,12,Lisbonne [mais: Angleterre],A0401683,britannique,110860,"51,883,333","0,9",Colchester,7,1787-07-02,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),732,732
1787=05=25,1787=04=24,"Warford, Thomas",,Maybush,,Colchester,,,1920,100,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000850N,12,Lisbonne [mais: Angleterre],A0401683,britannique,110654,"51,883,333","0,9",Colchester,5,1787-05-25,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1369,1369
1787=03=19,,"Harlow, William",,Knoit,Knut (?),Colchester,,,1020,160,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000585N,12,Lisbonne [mais: Angleterre],A0401683,britannique,110197,"51,883,333","0,9",Colchester,3,1787-03-19,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),717,717
1787=03=08,,"Harlow, William",,Knight,,Colchester,,,1140,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000585N,12,Lisbonne [mais: Angleterre],A0401683,britannique,110107,"51,883,333","0,9",Colchester,3,1787-03-08,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),714,714
1787=02=05,,"Harlow, William",,Natt,,Colchester,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000585N,12,Lisbonne [mais: Angleterre],A0401683,britannique,109914,"51,883,333","0,9",Colchester,2,1787-02-05,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),307,307
1787=01=19,,"Nutman, Joseph",,Early and Late,,Colchester,,,1460,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000849N,12,Lisbonne [mais: Angleterre],A0401683,britannique,109830,"51,883,333","0,9",Colchester,1,1787-01-19,POINT (0.9 51.883333),Essex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),980,980
1787=07=16,,"Killwick, Edward",,Providence,,Southwoule,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000633N,130,Southwold,A0384802,britannique,110944,"52,333,333","1,683,333",Southwold,7,1787-07-16,POINT (1.683333 52.333333),Suffolk shire,Angleterre,Grande-Bretagne,A0384802,Southwold,Southwold,"52,333,333","1,683,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.683333 52.333333),0,0
1787=02=06,,"Scarpholm, William",,Betzy,,Sallfert,,,2200,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003926N,12,Lisbonne [mais: Angleterre],A0380965,britannique,109923,"53,416,667","183,333",Saltfleet,2,1787-02-06,POINT (0.183333 53.416667),Lincoln shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1464,1464
1787=08=11,,"Pearcifiell, James","Peacefull, Jacques",Martha,,Woodbrige,,,1780,640,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003462N,12,Lisbonne [mais: Angleterre],A0407326,britannique,111106,"52,1","1,316,667",Woodbridge,8,1787-08-11,POINT (1.316667 52.1),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1440,1440
1787=05=25,1787=04=24,"Parsyfalt, James","Parsyfull, James",Marthe,,Woodbrige,Woodbridge (spelling),,1000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003462N,12,Lisbonne [mais: Angleterre],A0407326,britannique,110656,"52,1","1,316,667",Woodbridge,5,1787-05-25,POINT (1.316667 52.1),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),649,649
1787=08=28,,"Parish, Stephen",,Providence,,Orforrel [Lawford],Orford,,1380,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001141N,12,Lisbonne [mais: Angleterre],A0401753,britannique,111209,"51,933,333","1,033,333",Lawford,8,1787-08-28,POINT (1.033333 51.933333),Suffolk shire,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1051,1051
1787=01=05,,"Pitt, Edward",,Hazard,,Burham,,,1340,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002993N,12,Bergen [mais: Angleterre],A0403674,britannique,109754,"51,316,667","483,333",Burham,1,1787-01-05,POINT (0.483333 51.316667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1546,1546
1787=03=24,,"Jeffery, Robert",,Robert,,Chatham,,,440,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001347N,12,Lisbonne [mais: Angleterre],A0404691,britannique,110247,"51,380,278","531,778",Chatham ,3,1787-03-24,POINT (0.531778 51.380278),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),319,319
1787=12=17,,"Pinn, John",,Amiral Hood,,Chatham,,,3740,40,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000852N,12,Lisbonne [mais: Angleterre],A0404691,britannique,111900,"51,380,278","531,778",Chatham ,12,1787-12-17,POINT (0.531778 51.380278),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2303,2303
1787=02=01,,"Jeffery, Robert",,Stephen et Mary,,Chatham,Chattam (spelling?),,1000,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000778N,12,Lisbonne [mais: Angleterre],A0404691,britannique,109890,"51,380,278","531,778",Chatham ,2,1787-02-01,POINT (0.531778 51.380278),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),732,732
